Product,Price,Brand,Core,RAM,ScrSize,GraphicCard,Drive_Type,Capacity,OperSystem,Weight,Madein,Since,Shop,URL
Laptop Lenovo ThinkBook 14s Yoga ITL i5 1135G7/8GB/512GB/Touch/Pen/Win10 (20WE004CVN),23550000,Lenovo,i5 1135G7 2.4GHz,8,14,Intel Iris Xe,SDD,1000,Window,1.5,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-thinkbook-14s-yoga-itl-i5-20we004cvn?src=osp
Laptop Dell Latitude 3520 i5 1135G7/8GB/256GB/Win10 (70251593),23450000,Dell,i5 1135G7 2.4GHz,8,15.6,Intel Iris Xe,SDD,1000,Window,1.8,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-latitude-3520-i5-70251593?src=osp
Laptop Dell Inspiron 14 5410 i5 11320H/8GB/512GB/Office H&S2019/Win10 (P143G001ASL),23260000,Dell,i5 11320H 3.2GHz,8,14,Intel Iris Xe,SDD,1000,Window,1.4,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-inspiron-14-5410-i5-p143g001asl?src=osp
Laptop Dell Inspiron 15 5515 R7 5700U/8GB/512GB/Office H&S2019/Win10 (N5R75700U104W),23070000,Dell,Ryzen 7 5700U 1.8GHz,8,15.6,Radeon,SDD,1000,Window,1.8,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-inspiron-15-5515-r7-n5r75700u104w?src=osp
Laptop Asus ZenBook UX325EA i5 1135G7/8GB/512GB/OLED/Cáp/Túi/Win10 (KG363T),22570000,Asus,i5 1135G7 2.4GHz,8,13.3,Intel Iris Xe,SDD,1000,Window,1.1,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-zenbook-ux325ea-i5-kg363t?src=osp
Laptop Lenovo ThinkBook 14s G2 ITL i5 1135G7/8GB/512GB/Win10 (20VA000NVN),22500000,Lenovo,i5 1135G7 2.4GHz,8,14,Intel Iris Xe,SDD,512,Window,1.3,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-thinkbook-14s-g2-itl-i5-20va000nvn?src=osp
Laptop Lenovo Yoga Slim 7 14ITL05 i5 1135G7/8GB/512GB/Win10 (82A300DPVN),22390000,Lenovo,i5 1135G7 2.4GHz,8,14,Intel Iris Xe,SDD,512,Window,1.4,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-yoga-slim-7-14itl05-i5-82a300dpvn?src=osp
Laptop Asus ZenBook UX425EA i5 1135G7/8GB/512GBCáp/Túi/Win10 (KI429T),22290000,Asus,i5 1135G7 2.4GHz,8,14,Intel Iris Xe,SDD,512,Window,1.2,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-zenbook-ux425ea-i5-ki429t?src=osp
Laptop MSI Gaming GF63 Thin 10SC i7 10750H/8GB/512GB/4GB GTX1650 Max-Q/144Hz/Balo/Chuột/Win10 (480VN),21990000,MSI,i7 10750H 2.6GHz,8,15.6,GTX 1650 Max-Q 4GB,SDD,1000,Window,1.9,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/msi-gaming-gf63-thin-10sc-i7-480vn?src=osp
Laptop MSI Gaming Modern 14 B11SBU i5 1155G7/8GB/512GB/2GB MX450/Túi/Chuột/Win10 (669VN),21990000,MSI,i5 1155G7 2.5GHz,8,14,MX450 2GB,SDD,1000,Window,1.3,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/msi-gaming-modern-14-b11sbu-i5-669vn?src=osp
Laptop Lenovo Ideapad 5 Pro 14ITL6 i5 1135G7/8GB/512GB/2GB MX450/Win10 (82L30094VN),21910000,Lenovo,i5 1135G7 2.4GHz,8,14,MX450 2GB,SDD,1000,Window,1.4,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-ideapad-5-pro-14itl6-i5-82l30094vn?src=osp
Laptop Dell Inspiron 15 5510 i5 11300H/8GB/256GB/Office H&S2019/Win10 (0WT8R1),21840000,Dell,i5 11300H 3.1GHz,8,15.6,Intel Iris Xe,SDD,1000,Window,1.8,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-inspiron-15-5510-i5-0wt8r1?src=osp
Laptop Dell Vostro 5510 i5 11300H/8GB/512GB/OfficeH&S 2019/Win10 (70253901),21840000,Dell,i5 11300H 3.1GHz,8,15.6,Intel Iris Xe,SDD,1000,Window,1.8,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-vostro-5510-i5-70253901?src=osp
Laptop MSI Gaming Bravo 15 B5DD R5 5600H/8GB/512GB/4GB RX5500M/144Hz/Balo/Chuột/Win10 (084VN),21340000,MSI,Ryzen 5 5600H 3.3GHz,8,15.6,"AMD Radeon RX 5500M, 4GB",SDD,1000,Window,2.4,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/msi-gaming-bravo-15-b5dd-r5-084vn?src=osp
Laptop Asus TUF Gaming FX506LH i5 10300H/8GB/512GB/144Hz/4GB GTX1650/Win10 (HN002T),20990000,Asus,i5 10300H 2.5GHz,8,15.6,GTX 1650 4GB,SDD,512,Window,2.3,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-uf-gaming-fx506lh-i5-hn002t?src=osp
Laptop MSI Modern 14 B11MOU i7 1195G7/8GB/512GB/Túi/Chuột/Win10 (847VN),20890000,MSI,i7 1195G7 2.9GHz,8,14,Intel Iris Xe,SDD,1000,Window,1.3,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/msi-modern-14-b11mou-i7-847vn?src=osp
Laptop Lenovo IdeaPad Gaming 3 15IMH05 i5 10300H/8GB/512GB/4GB GTX1650Ti/120Hz/Win10 (81Y4013VVN),20840000,Lenovo,i5 10300H 2.5GHz,8,15.6,GTX 1650Ti 4GB,SDD,512,Window,2.2,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-ideapad-gaming-3-15imh05-i5-81y4013vvn?src=osp
Laptop Dell Vostro 5415 R5 5500U/8GB/512GB/Office H&S2019/Win10 (V4R55500U015W),20130000,Dell,Ryzen 5 5500U 2.1GHz,8,14,Radeon,SDD,1000,Window,1.4,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-vostro-5415-r5-v4r55500u015w?src=osp
Laptop Dell Vostro 5402 i5 1135G7/8GB/256GB/Win10 (V4I5003W),19940000,Dell,i5 1135G7 2.4GHz,8,14,Intel Iris Xe,SDD,256,Window,1.4,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-vostro-5402-i5-v4i5003w?src=osp
Laptop Acer Aspire 7 Gaming A715 42G R4ST R5 5500U/8GB/256GB/4GB GTX1650/Win10 (NH.QAYSV.004),18990000,Acer,Ryzen 5 5500U 2.1GHz,8,15.6,GTX 1650 4GB,SDD,256,Window,2.1,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-aspire-7-a715-42g-r4st-r5-nhqaysv004?src=osp
Laptop MSI Modern 15 A11MU i5 1155G7/8GB/512GB/Túi/Chuột/Win10 (680VN),18040000,MSI,i5 1155G7 2.5GHz,8,15.6,Intel Iris Xe,SDD,1000,Window,1.6,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/msi-modern-15-a11mu-i5-680vn?src=osp
Laptop MSI Modern 14 B11MOL i3 1115G4/8GB/256GB/Win10 (813VN),13950000,MSI,i3 1115G4 3GHz,8,14,Intel UHD,SDD,1000,Window,1.3,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/msi-modern-14-b11mol-i3-813vn?src=osp
Laptop MSI Modern 14 B11MOU i3 1115G4/8GB/256GB/Win10 (849VN),13480000,MSI,i3 1115G4 3GHz,8,14,Intel UHD,SDD,1000,Window,1.3,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/msi-modern-14-b11mou-i3-849vn?src=osp
"Laptop Apple MacBook Air 13"" 2019 MVFL2SA/A (Core i5/8GB/256GB SSD/UHD 617/macOS/1.3 kg)",32190000,Macbook,Intel Core i5 3.6GHz,8,13.3,Intel UHD Graphics 617,SDD,256,Mac OS,1.3,,2021,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-macbook-air-2019-mvfl2saa-bac-s190800125.html?sku=190800125
"Hàng sắp về
Laptop Acer Aspire 3 A315-56-37DV (NX.HS5SV.001) (15.6"" FHD/i3-1005G1/4GB/256GB SSD/Intel UHD/Win10/1.7kg)",11990000,ACER,Intel Core i3-1005G1 3.4GHz,4,15.6,Intel UHD Graphics,SDD,256,Window,1.7,,2021,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-aspire-3-a3155637dv-nxhs5sv001-i31005g1-den-s200400313.html?sku=200400313
Laptop ASUS Zenbook UX363EA- HP130T ( 13.3 inch/Full HD/Intel EVO Core i5-1135G7/8GB/512GB SSD/Windows 10 Home 64-bit/1.3kg),27490000,ASUS,Intel Core i5-1135G7  4.2GHz,8,13.3,Intel Iris Xe Graphics,SDD,512,Window,1.3,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-zenbook-ux363ea-hp130t-i5-1135g7-xam-s201201496.html?sku=201201496
"Laptop ACER Aspire 7 A715-42G-R4ST NH.QAYSV.004 ( 15.6"" Full HD/AMD Ryzen 5 5500U/8GB/256GB SSD/NVIDIA GeForce GTX 1650/Windows 10 Home 64-bit/2.1kg)",18990000,ACER,AMD Ryzen 5 5500U  4.0GHz,8,15.6,NVIDIA GeForce GTX 1650 4GB GDDR6 / AMD Radeon Graphics,SDD,256,Window,2.1,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-aspire-7-a715-42g-r4st-nh-qaysv-004-amd-ryzen-5-5500h-den-s210300340.html?sku=210300340
"Laptop ACER Nitro 5 AN515-45-R9SC (NH.QBRSV.001) ( 15.6"" Full HD/ 144Hz/Ryzen 7 5800H/8GB/512GB SSD/NVIDIA GeForce RTX 3070/Windows 10 Home 64-bit/2.2kg)",37490000,ACER,Ryzen 7 5800H 4.4GHz,8,15.6,NVIDIA GeForce RTX 3070 8GB GDDR6 / AMD Radeon Graphics,SDD,512,Window,2.2,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-nitro-5-an515-45-r9sc-nh-qbrsv-001-amd-ryzen-7-5800h-den-s210400696.html?sku=210400696
"Laptop LG Gram 2021 14ZD90P G.AX56A5 ( 14"" WUXGA/Intel Core i5-1135G7/16GB/512GB SSD/Free DOS/1kg)",37900000,LG,"Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",16,14,Intel Iris Xe Graphics,SDD,512,Window,1,,2021,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-lg-gram-2021-14zd90p-g-ax56a5-i5-1135g7-bac-s210500986.html?sku=210500986
"Laptop LG Gram 2021 14Z90P G.AH75A5 ( 14"" WUXGA/Intel Core i7-1165G7/16GB/512GB SSD/Windows 10 Home 64-bit/1kg)",47900000,LG,"Intel Core i7-1165G7 ( 4.7 GHz / 12MB / 4 nhân, 8 luồng )",16,14,Intel Iris Xe Graphics,SDD,512,Window,1,,2021,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-lg-gram-2021-14z90p-g-ah75a5-i7-1165g7-den-s210500987.html?sku=210500987
"Laptop LG Gram 2021 16Z90P G.AH75A5 ( 16"" Quad HD+ (2K)/Intel Core i7-1165G7/16GB/512GB SSD/Windows 10 Home 64-bit/1.1kg)",50900000,LG,"Intel Core i7-1165G7 ( 4.7 GHz / 12MB / 4 nhân, 8 luồng )",16,16,Intel Iris Xe Graphics,SDD,512,Window,1.1,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-lg-gram-2021-16z90p-g-ah75a5-i7-1165g7-den-s210500990.html?sku=210500990
"Laptop LG Gram 2021 17Z90P G.AH76A5 ( 17"" Quad HD+ (2K)/Intel Core i7-1165G7/16GB/512GB SSD/Windows 10 Home 64-bit/1.35kg)",52900000,LG,"Intel Core i7-1165G7 ( 4.7 GHz / 12MB / 4 nhân, 8 luồng )",16,17,Intel Iris Xe Graphics,SDD,512,Window,1.4,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-lg-gram-2021-17z90p-g-ah76a5-i7-1165g7-bac-s210500992.html?sku=210500992
"Laptop Lenovo Yoga Slim 9 14ITL5 82D1004JVN ( 14"" Ultra HD (4K)/Intel Core i7-1165G7/16GB/1TB SSD/Windows 10 Home 64-bit/1.2kg)",48990000,Lenovo,"Intel Core i7-1165G7 ( 4.7 GHz / 12MB / 4 nhân, 8 luồng )",16,14,Intel Iris Xe Graphics,SDD,1000,Window,1.2,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-yoga-slim-9-14itl5-82d1004jvn-i7-1165g7-den-s210600187.html?sku=210600187
Laptop Doanh Nghiệp Dell Latitude 3520 70251603 ( 15.6inch HD/Intel Core i3-1115G4/4GB/256GB SSD/Fedora/1.8kg),15390000,Dell,"Intel Core i3-1115G4 (  4.10 GHz / 6MB / 2 nhân, 4 luồng )",4,15.6,Intel UHD Graphics,SDD,256,Window,1.8,,2021,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-latitude-3520-3520-70251603-i3-1115g4-apollo-s210601910.html?sku=210601910
Laptop Doanh Nghiệp Dell Latitude 3420 L3420I5SSD ( 14inch HD/Intel Core i5-1135G7/8GB/256GB SSD/Fedora/1.5kg),19990000,Dell,"Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",8,14,Intel Iris Xe Graphics,SDD,256,Window,1.5,,2021,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-latitude-3420-l3420i5ssd-i5-1135g7-xam-dam-s210602259.html?sku=210602259
"Laptop HP ProBook 430 G8 2H0N8PA ( 13.3"" Full HD/Intel Core i5-1135G7/8GB/256GB SSD/Windows 10 Home SL 64-bit/1.2kg)",20290000,HP,"Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",8,13.3,Intel Iris Xe Graphics,SDD,256,Window,1.2,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-probook-430-g8-2h0n8pa-i5-1135g7-bac-s210602726.html?sku=210602726
Laptop Doanh Nghiệp Dell Latitude 3420 L3420I3SSD ( 14inch Intel Core i3-1115G4/8GB/256GB SSD/Fedora/1.5kg),17190000,Dell,"Intel Core i3-1115G4 4.10 GHz / 6MB / 2 nhân, 4 luồng )",8,14,Intel UHD Graphics,SDD,256,Window,1.5,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-latitude-3420-l3420i3ssd-i3-1115g4-xam-dam-s210701155.html?sku=210701155
"Laptop ASUS X515EA-EJ1046T 90NB0TY2-M17200 ( 15.6"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Home 64-bit/1.8kg)",17690000,ASUS,"Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",4,15.6,Intel Iris Xe Graphics,SDD,512,Window,1.8,,2021,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-x515ea-ej1046t-i5-1135g7-bac-s210701316.html?sku=210701316
"Laptop ACER Aspire 3 A315-58-3939 NX.ADDSV.001 ( 15.6"" Full HD/Intel Core i3-1115G4/4GB/256GB SSD/Windows 10 Home 64-bit/1.7kg)",12990000,ACER,"Intel Core i3-1115G4  4.10 GHz / 6MB / 2 nhân, 4 luồng )",4,15.6,Intel UHD Graphics,SDD,256,Window,1.7,,2021,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-aspire-3-a315-58-3939-nx-addsv-001-i3-1115g4-den-s210801044.html?sku=210801044
"Laptop ASUS ROG Zephyrus G14 Alan Walker Edition GA401QEC-K2064T 90NR05R7-M02570 ( 14"" WQHD/ 120Hz/AMD Ryzen 9 5900HS/16GB/1TB SSD/NVIDIA GeForce RTX 3050Ti/Windows 10 Home 64-bit/1.7kg)",49990000,ASUS,"AMD Ryzen 9 5900HS 4.6 GHz / 16MB / 8 nhân, 16 luồng )",16,14,NVIDIA GeForce RTX 3050Ti 4GB GDDR6 / AMD Radeon Graphics,SDD,1000,Window,1.7,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-rog-zephyrus-g14-alan-walker-edition-ga401qec-k2064t-amd-ryzen-9-5900hs-xam-s210801106.html?sku=210801106
"Laptop ASUS ROG Zephyrus G14 GA401QE-K2097T 90NR05R6-M01500 ( 14"" WQHD/ 120Hz/AMD Ryzen 9 5900HS/16GB/1TB SSD/NVIDIA GeForce RTX 3050Ti/Windows 10 Home 64-bit/1.7kg)",39990000,ASUS,"AMD Ryzen 9 5900HS  4.6 GHz / 16MB / 8 nhân, 16 luồng )",16,14,NVIDIA GeForce RTX 3050Ti 4GB GDDR6 / AMD Radeon Graphics,SDD,1000,Window,1.7,,2021,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-rog-zephyrus-g14-ga401qe-k2097t-amd-ryzen-9-5900hs-xam-s210801181.html?sku=210801181
"Laptop ASUS ROG Flow X13 GV301QC-K6052T 90NR04G1-M00900 ( 13.4"" WUXGA/ 120Hz/AMD Ryzen 9 5900HX/16GB/512GB SSD/NVIDIA GeForce RTX 3050/Windows 10 Home 64-bit/1.3kg)",38990000,ASUS,"AMD Ryzen 9 5900HX - 4.6 GHz / 16MB / 8 nhân, 16 luồng )",16,13.4,NVIDIA GeForce RTX 3050 4GB GDDR6 / AMD Radeon Graphics,SDD,512,Window,1.3,,2021,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-rog-flow-x13-gv301qc-k6052t-amd-ryzen-9-5900hs-den-s210801185.html?sku=210801185
"Laptop ASUS M513UA-L1240T 90NB0TP2-M03450 ( 15.6"" Full HD/AMD Ryzen 7 5700U/8GB/512GB SSD/Windows 10 Home 64-bit/1.8kg)",20490000,ASUS,"AMD Ryzen 7 5700U (z - 4.3 GHz / 8MB / 8 nhân, 16 luồng )",4,15.6,AMD Radeon Graphics,SDD,512,Window,1.8,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-m513ua-l1240t-amd-ryzen-7-5700u-bac-s210900377.html?sku=210900377
"Laptop Lenovo IdeaPad 5 Pro 16ACH6 82L50095VN ( 16"" WUXGA/AMD Ryzen 5 5600H/8GB/512GB SSD/NVIDIA GeForce GTX 1650/Windows 10 Home 64-bit/1.9kg)",23790000,Lenovo,"AMD Ryzen 5 5600H  4.2 GHz / 16MB / 6 nhân, 12 luồng )",8,16,NVIDIA GeForce GTX 1650 4GB GDDR6 / AMD Radeon Graphics,SDD,512,Window,1.9,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-ideapad-5-pro-16ach6-82l50095vn-amd-ryzen-5-5600h-xam-s210900508.html?sku=210900508
"Laptop Dell Vostro 3400 3400-70253899 ( 14"" Intel Core i3-1115G4/8GB/256GB SSD/Windows 10 Home SL 64-bit + Office/1.63kg)",15690000,Dell,"Intel Core i3-1115G4  4.10 GHz / 6MB / 2 nhân, 4 luồng )",8,14,Intel UHD Graphics,SDD,256,Window,1.6,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-3400-3400-70253899-i3-1115g4-den-s210901940.html?sku=210901940
"Laptop Dell Vostro 3400 3400-70253900 ( 14"" Intel Core i5-1135G7/8GB/256GB SSD/Windows 10 Home SL 64-bit + Office/1.5kg)",18390000,Dell,"Intel Core i5-1135G7  4.2 GHz / 8MB / 4 nhân, 8 luồng )",8,14,Intel Iris Xe Graphics,SDD,256,Window,1.5,,2021,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-3400-3400-70253900-i5-1135g7-den-s210901941.html?sku=210901941
"Laptop ASUS ROG Flow GV301QC-K6029T 90NR04G5-M00510 ( 13.4"" WUXGA/ 120Hz/AMD Ryzen 9 5980HS/32GB/1TB SSD/NVIDIA GeForce RTX 3050/Windows 10 Home 64-bit/1.3kg)",76990000,ASUS,"AMD Ryzen 9 5980HS  4.8 GHz / 16MB / 8 nhân, 16 luồng )",32,13.4,NVIDIA GeForce RTX 3050 4GB GDDR6 / AMD Radeon Graphics,SDD,1000,Window,1.3,,2021,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-rog-flow-gv301qc-k6029t-amd-ryzen-9-5980hs-den-s210902962.html?sku=210902962
"Laptop Dell Inspiron 15 3511 P112F001BBL ( 15.6"" Intel Core i5-1135G7/4GB/512GB SSD/Windows 10 Home SL 64-bit/1.7kg)",18990000,Dell,Intel Core i5-1135G7 4.2 GHz,4,15.6,Intel Iris Xe Graphics,SDD,512,Window,1.7,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-inspiron-15-3511-p112f001bbl-i5-1135g7-den-s210902970.html?sku=210902970
"Laptop Dell Inspiron 5410 2-in-1 N4I5547W ( 14"" Full HD/Intel Core i5-1155G7/8GB/512GB SSD/NVIDIA GeForce MX350/Windows 10 Home SL 64-bit/1.6kg)",26490000,Dell,Intel Core i5-1155G7 4.5 GHz,8,14,NVIDIA GeForce MX350 2GB GDDR5 / Intel Iris Xe Graphics,SDD,512,Window,1.6,,2021,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-inspiron-5410-5410-n4i5547w-i5-1155g7-bac-s210903005.html?sku=210903005
"Laptop Dell Vostro 15 3510 3510-7T2YC1 ( 15.6"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Home SL 64-bit + Office/1.7kg)",20390000,Dell,Intel Core i5-1135G7  4.2 GHz,8,15.6,Intel Iris Xe Graphics,SDD,512,Window,1.7,,2021,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-15-3400-3400-v3510-i5-1135g7-den-s211000019.html?sku=211000019
"Laptop Lenovo Ideapad 1 11IGL05 81VT006FVN ( 11.6"" Intel Pentium Silver N5030/4GB/256GB SSD/Windows 11/1.2kg)",9490000,Lenovo,Intel Pentium Silver N5030 3.1 GHz,4,11.6,Intel UHD Graphics 605,SDD,256,Window,1.2,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-ideapad-1-11igl05-81vt006fvn-n5030-xam-s211000648.html?sku=211000648
Laptop Doanh Nghiệp Dell Latitude 3520 3520-70251594 ( 15.6inch Full HD/Intel Core i5-1135G7/8GB/256GB SSD/Linux/1.8kg),20390000,Dell,Intel Core i5-1135G7 4.2 GHz,8,15.6,Intel Iris Xe Graphics,SDD,256,Window,1.8,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-latitude-3520-3520-70251594-i5-1135g7-den-s211001489.html?sku=211001489
"Laptop ACER Aspire 7 A715-42G-R1SB NH.QAYSV.005 ( 15.6"" Full HD/ 144Hz/AMD Ryzen 5 5500U/8GB/256GB SSD/NVIDIA GeForce GTX 1650/Windows 10 Home 64-bit/2.1kg)",20490000,ACER,AMD Ryzen 5 5500U 4.0 GHz,8,15.6,NVIDIA GeForce GTX 1650 4GB GDDR6 / AMD Radeon Graphics,SDD,256,Window,2.1,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-aspire-7-a715-42g-r1sb-nh-qaysv-005-amd-ryzen-5-5500u-den-s211001889.html?sku=211001889
"Laptop ASUS UX371EA-HL494TS 90NB0RZ2-M12520 ( 13.3"" Ultra HD (4K)/Intel Core i7-1165G7/16GB/1TB SSD/Windows 10 Home 64-bit/1.2kg)",40990000,ASUS,Intel Core i7-1165G7 4.7 GHz,16,13.3,Intel Iris Xe Graphics,SDD,1000,Window,1.2,,2021,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-ux371ea-hl494ts-i7-1165g7-den-s211002810.html?sku=211002810
"Laptop MSI Modern 15 A10M 667VN ( 15.6"" Full HD/Intel Core i5-10210U/8GB/512GB SSD/Windows 10 Home 64-bit/1.6kg)",17990000,MSI,Intel Core i5-10210U 4.2 GHz,8,15.6,Intel UHD Graphics,SDD,512,Window,1.6,,2021,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-msi-modern-15-a10m-667vn-i5-10210u-xam-s211005812.html?sku=211005812
"Laptop ACER TravelMate P2 TMP214-53-51CU NX.VPNSV.01S ( 14"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Pro 64-bit/1.6kg)",22490000,ACER,Intel Core i5-1135G7 4.2 GHz,8,14,Intel Iris Xe Graphics,SDD,512,Window,1.6,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-travelmate-p2-tmp214-53-51cu-nx-vpnsv-01s-i5-1135g7-den-s211006748.html?sku=211006748
"Laptop ACER TravelMate P2 TMP214-53-5571 NX.VPNSV.01V ( 14"" Full HD/Intel Core i5-1135G7/16GB/512GB SSD/1.6kg)",19490000,ACER,Intel Core i5-1135G7  4.2 GHz,16,14,Intel Iris Xe Graphics,SDD,512,Window,1.6,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-travelmate-p2-tmp214-53-5571-nx-vpnsv-01v-i5-1135g7-den-s211006749.html?sku=211006749
"Laptop ACER Swift 3 SF314-43-R4X3 NX.AB1SV.004 ( 14"" Full HD/AMD Ryzen 5 5500U/16GB/512GB SSD/Windows 11 Home/1.1kg)",19990000,ACER,AMD Ryzen 5 5500U 4.0 GHz,16,14,AMD Radeon Graphics,SDD,512,Window,1.1,,2021,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-swift-3-sf314-43-r4x3-nx-ab1sv-004-amd-ryzen-5-5500u-bac-s211012728.html?sku=211012728
"Laptop Dell Inspiron 14 5415 5415-70262929 ( 14"" Full HD/AMD Ryzen 5 5500U/8GB/256GB SSD/Windows 10 Home 64-bit/1.4kg)",19090000,Dell,AMD Ryzen 5 5500U 4.0 GHz,8,14,AMD Radeon Graphics,SDD,256,Window,1.4,,2021,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-inspiron-14-5415-5415-70262929-amd-ryzen-5-5500u-bac-s211100957.html?sku=211100957
"Laptop Dell Inspiron 14 5410 P143G001ASL ( 14"" Full HD/Intel Core i5-11320H/8GB/512GB SSD/Windows 10 Home SL 64-bit/1.4kg)",23990000,Dell,Intel Core i5-11320H 4.5 GHz,8,14,Intel Iris Xe Graphics,SDD,512,Window,1.4,,2021,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-inspiron-14-5410-5410-p143g001asl-i5-11320h-bac-s211104712.html?sku=211104712
"Laptop Dell Vostro 5515 5515-K4Y9X1 ( 15.6"" Full HD/AMD Ryzen 5 5500U/8GB/512GB SSD/Windows 10 Home SL 64-bit + Office/1.7kg)",21790000,Dell,AMD Ryzen 5 5500U 4.0 GHz ,8,15.6,AMD Radeon Graphics,SDD,512,Window,1.7,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-5515-5515-k4y9x1-amd-ryzen-5-5500u-xam-s211104864.html?sku=211104864
"Laptop Dell Vostro 5415 V4R55500U015W ( 14"" Full HD/AMD Ryzen 5 5500U/8GB/512GB SSD/Windows 10 Home SL 64-bit + Office Home and Student 2019/1.4kg)",20890000,Dell,AMD Ryzen 5 5500U 4.0 GHz,8,14,AMD Radeon Graphics,SDD,512,Window,1.4,,2020,Phongvu,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-5415-v4r55500u015w-amd-ryzen-5-5500u-xam-s211105066.html?sku=211105066
