id,brand,cpu,cpu_GHz,cpu_brand,ram,scrsize,gpu,gpu_brand,memory,drive_type,opersystem,weight,since,shop,price,url
220,LENOVO,Intel i5,2.4,Intel,8,14.0,NVIDIA GeForce MX,NVIDIA,1000,SDD,Window,1.4,2021,Dienmayxanh,21910000,https://www.dienmayxanh.com/laptop/lenovo-ideapad-5-pro-14itl6-i5-82l30094vn?src=osp
221,DELL,Intel i5,3.1,Intel,8,15.6,Intel Iris,Intel,1000,SDD,Window,1.8,2021,Dienmayxanh,21840000,https://www.dienmayxanh.com/laptop/dell-inspiron-15-5510-i5-0wt8r1?src=osp
222,DELL,Intel i5,3.1,Intel,8,15.6,Intel Iris,Intel,1000,SDD,Window,1.8,2021,Dienmayxanh,21840000,https://www.dienmayxanh.com/laptop/dell-vostro-5510-i5-70253901?src=osp
223,MSI,AMD Ryzen 5,3.3,AMD,8,15.6,AMD Radeon,AMD,1000,SDD,Window,2.4,2021,Dienmayxanh,21340000,https://www.dienmayxanh.com/laptop/msi-gaming-bravo-15-b5dd-r5-084vn?src=osp
224,ASUS,Intel i5,2.5,Intel,8,15.6,NVIDIA GeForce GTX,NVIDIA,512,SDD,Window,2.3,2020,Dienmayxanh,20990000,https://www.dienmayxanh.com/laptop/asus-uf-gaming-fx506lh-i5-hn002t?src=osp
225,MSI,Intel i7,2.9,Intel,8,14.0,Intel Iris,Intel,1000,SDD,Window,1.3,2021,Dienmayxanh,20890000,https://www.dienmayxanh.com/laptop/msi-modern-14-b11mou-i7-847vn?src=osp
226,LENOVO,Intel i5,2.5,Intel,8,15.6,NVIDIA GeForce GTX,NVIDIA,512,SDD,Window,2.2,2020,Dienmayxanh,20840000,https://www.dienmayxanh.com/laptop/lenovo-ideapad-gaming-3-15imh05-i5-81y4013vvn?src=osp
227,DELL,AMD Ryzen 5,2.1,AMD,8,14.0,AMD Radeon,AMD,1000,SDD,Window,1.4,2021,Dienmayxanh,20130000,https://www.dienmayxanh.com/laptop/dell-vostro-5415-r5-v4r55500u015w?src=osp
228,DELL,Intel i5,2.4,Intel,8,14.0,Intel Iris,Intel,256,SDD,Window,1.4,2020,Dienmayxanh,19940000,https://www.dienmayxanh.com/laptop/dell-vostro-5402-i5-v4i5003w?src=osp
229,ACER,AMD Ryzen 5,2.1,AMD,8,15.6,NVIDIA GeForce GTX,NVIDIA,256,SDD,Window,2.1,2021,Dienmayxanh,18990000,https://www.dienmayxanh.com/laptop/acer-aspire-7-a715-42g-r4st-r5-nhqaysv004?src=osp
230,MSI,Intel i5,2.5,Intel,8,15.6,Intel Iris,Intel,1000,SDD,Window,1.6,2021,Dienmayxanh,18040000,https://www.dienmayxanh.com/laptop/msi-modern-15-a11mu-i5-680vn?src=osp
231,MSI,Intel i3,3.0,Intel,8,14.0,Intel UHD,Intel,1000,SDD,Window,1.3,2021,Dienmayxanh,13950000,https://www.dienmayxanh.com/laptop/msi-modern-14-b11mol-i3-813vn?src=osp
232,MSI,Intel i3,3.0,Intel,8,14.0,Intel UHD,Intel,1000,SDD,Window,1.3,2021,Dienmayxanh,13480000,https://www.dienmayxanh.com/laptop/msi-modern-14-b11mou-i3-849vn?src=osp
233,MACBOOK,Intel i5,3.6,Intel,8,13.3,Intel UHD,Intel,256,SDD,Mac OS,1.3,2021,Phongvu,32190000,https://phongvu.vn/may-tinh-xach-tay-laptop-macbook-air-2019-mvfl2saa-bac-s190800125.html?sku=190800125
234,ACER,Intel i3,3.4,Intel,4,15.6,Intel UHD,Intel,256,SDD,Window,1.7,2021,Phongvu,11990000,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-aspire-3-a3155637dv-nxhs5sv001-i31005g1-den-s200400313.html?sku=200400313
235,ASUS,Intel i5,4.2,Intel,8,13.3,Intel Iris,Intel,512,SDD,Window,1.3,2020,Phongvu,27490000,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-zenbook-ux363ea-hp130t-i5-1135g7-xam-s201201496.html?sku=201201496
236,ACER,AMD Ryzen 5,4.0,AMD,8,15.6,NVIDIA GeForce GTX,NVIDIA,256,SDD,Window,2.1,2020,Phongvu,18990000,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-aspire-7-a715-42g-r4st-nh-qaysv-004-amd-ryzen-5-5500h-den-s210300340.html?sku=210300340
237,ACER,AMD Ryzen 7,4.4,AMD,8,15.6,NVIDIA GeForce RTX,NVIDIA,512,SDD,Window,2.2,2020,Phongvu,37490000,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-nitro-5-an515-45-r9sc-nh-qbrsv-001-amd-ryzen-7-5800h-den-s210400696.html?sku=210400696
238,LG,Intel i5,4.2,Intel,16,14.0,Intel Iris,Intel,512,SDD,Window,1.0,2021,Phongvu,37900000,https://phongvu.vn/may-tinh-xach-tay-laptop-lg-gram-2021-14zd90p-g-ax56a5-i5-1135g7-bac-s210500986.html?sku=210500986
239,LG,Intel i7,4.7,Intel,16,14.0,Intel Iris,Intel,512,SDD,Window,1.0,2021,Phongvu,47900000,https://phongvu.vn/may-tinh-xach-tay-laptop-lg-gram-2021-14z90p-g-ah75a5-i7-1165g7-den-s210500987.html?sku=210500987
240,LG,Intel i7,4.7,Intel,16,16.0,Intel Iris,Intel,512,SDD,Window,1.1,2020,Phongvu,50900000,https://phongvu.vn/may-tinh-xach-tay-laptop-lg-gram-2021-16z90p-g-ah75a5-i7-1165g7-den-s210500990.html?sku=210500990
241,LG,Intel i7,4.7,Intel,16,17.0,Intel Iris,Intel,512,SDD,Window,1.4,2020,Phongvu,52900000,https://phongvu.vn/may-tinh-xach-tay-laptop-lg-gram-2021-17z90p-g-ah76a5-i7-1165g7-bac-s210500992.html?sku=210500992
242,LENOVO,Intel i7,4.7,Intel,16,14.0,Intel Iris,Intel,1000,SDD,Window,1.2,2020,Phongvu,48990000,https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-yoga-slim-9-14itl5-82d1004jvn-i7-1165g7-den-s210600187.html?sku=210600187
243,DELL,Intel i3,4.1,Intel,4,15.6,Intel UHD,Intel,256,SDD,Window,1.8,2021,Phongvu,15390000,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-latitude-3520-3520-70251603-i3-1115g4-apollo-s210601910.html?sku=210601910
244,DELL,Intel i5,4.2,Intel,8,14.0,Intel Iris,Intel,256,SDD,Window,1.5,2021,Phongvu,19990000,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-latitude-3420-l3420i5ssd-i5-1135g7-xam-dam-s210602259.html?sku=210602259
245,HP,Intel i5,4.2,Intel,8,13.3,Intel Iris,Intel,256,SDD,Window,1.2,2020,Phongvu,20290000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-probook-430-g8-2h0n8pa-i5-1135g7-bac-s210602726.html?sku=210602726
246,DELL,Intel i3,4.1,Intel,8,14.0,Intel UHD,Intel,256,SDD,Window,1.5,2020,Phongvu,17190000,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-latitude-3420-l3420i3ssd-i3-1115g4-xam-dam-s210701155.html?sku=210701155
247,ASUS,Intel i5,4.2,Intel,4,15.6,Intel Iris,Intel,512,SDD,Window,1.8,2021,Phongvu,17690000,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-x515ea-ej1046t-i5-1135g7-bac-s210701316.html?sku=210701316
248,ACER,Intel i3,4.1,Intel,4,15.6,Intel UHD,Intel,256,SDD,Window,1.7,2021,Phongvu,12990000,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-aspire-3-a315-58-3939-nx-addsv-001-i3-1115g4-den-s210801044.html?sku=210801044
249,ASUS,AMD Ryzen 9,4.6,AMD,16,14.0,NVIDIA GeForce RTX,NVIDIA,1000,SDD,Window,1.7,2020,Phongvu,49990000,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-rog-zephyrus-g14-alan-walker-edition-ga401qec-k2064t-amd-ryzen-9-5900hs-xam-s210801106.html?sku=210801106
250,ASUS,AMD Ryzen 9,4.6,AMD,16,14.0,NVIDIA GeForce RTX,NVIDIA,1000,SDD,Window,1.7,2021,Phongvu,39990000,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-rog-zephyrus-g14-ga401qe-k2097t-amd-ryzen-9-5900hs-xam-s210801181.html?sku=210801181
251,ASUS,AMD Ryzen 9,4.6,AMD,16,13.4,NVIDIA GeForce RTX,NVIDIA,512,SDD,Window,1.3,2021,Phongvu,38990000,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-rog-flow-x13-gv301qc-k6052t-amd-ryzen-9-5900hs-den-s210801185.html?sku=210801185
252,ASUS,AMD Ryzen 7,4.3,AMD,4,15.6,AMD Radeon,AMD,512,SDD,Window,1.8,2020,Phongvu,20490000,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-m513ua-l1240t-amd-ryzen-7-5700u-bac-s210900377.html?sku=210900377
253,LENOVO,AMD Ryzen 5,4.2,AMD,8,16.0,NVIDIA GeForce GTX,NVIDIA,512,SDD,Window,1.9,2020,Phongvu,23790000,https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-ideapad-5-pro-16ach6-82l50095vn-amd-ryzen-5-5600h-xam-s210900508.html?sku=210900508
254,DELL,Intel i3,4.1,Intel,8,14.0,Intel UHD,Intel,256,SDD,Window,1.6,2020,Phongvu,15690000,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-3400-3400-70253899-i3-1115g4-den-s210901940.html?sku=210901940
255,DELL,Intel i5,4.2,Intel,8,14.0,Intel Iris,Intel,256,SDD,Window,1.5,2021,Phongvu,18390000,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-3400-3400-70253900-i5-1135g7-den-s210901941.html?sku=210901941
256,ASUS,AMD Ryzen 9,4.8,AMD,32,13.4,NVIDIA GeForce RTX,NVIDIA,1000,SDD,Window,1.3,2021,Phongvu,76990000,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-rog-flow-gv301qc-k6029t-amd-ryzen-9-5980hs-den-s210902962.html?sku=210902962
257,DELL,Intel i5,4.2,Intel,4,15.6,Intel Iris,Intel,512,SDD,Window,1.7,2020,Phongvu,18990000,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-inspiron-15-3511-p112f001bbl-i5-1135g7-den-s210902970.html?sku=210902970
258,DELL,Intel i5,4.5,Intel,8,14.0,Intel Iris,Intel,512,SDD,Window,1.6,2021,Phongvu,26490000,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-inspiron-5410-5410-n4i5547w-i5-1155g7-bac-s210903005.html?sku=210903005
259,DELL,Intel i5,4.2,Intel,8,15.6,Intel Iris,Intel,512,SDD,Window,1.7,2021,Phongvu,20390000,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-15-3400-3400-v3510-i5-1135g7-den-s211000019.html?sku=211000019
260,LENOVO,Intel Pentium,3.1,Intel,4,11.6,Intel UHD,Intel,256,SDD,Window,1.2,2020,Phongvu,9490000,https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-ideapad-1-11igl05-81vt006fvn-n5030-xam-s211000648.html?sku=211000648
261,DELL,Intel i5,4.2,Intel,8,15.6,Intel Iris,Intel,256,SDD,Window,1.8,2020,Phongvu,20390000,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-latitude-3520-3520-70251594-i5-1135g7-den-s211001489.html?sku=211001489
262,ACER,AMD Ryzen 5,4.0,AMD,8,15.6,NVIDIA GeForce GTX,NVIDIA,256,SDD,Window,2.1,2020,Phongvu,20490000,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-aspire-7-a715-42g-r1sb-nh-qaysv-005-amd-ryzen-5-5500u-den-s211001889.html?sku=211001889
263,ASUS,Intel i7,4.7,Intel,16,13.3,Intel Iris,Intel,1000,SDD,Window,1.2,2021,Phongvu,40990000,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-ux371ea-hl494ts-i7-1165g7-den-s211002810.html?sku=211002810
264,MSI,Intel i5,4.2,Intel,8,15.6,Intel UHD,Intel,512,SDD,Window,1.6,2021,Phongvu,17990000,https://phongvu.vn/may-tinh-xach-tay-laptop-msi-modern-15-a10m-667vn-i5-10210u-xam-s211005812.html?sku=211005812
265,ACER,Intel i5,4.2,Intel,8,14.0,Intel Iris,Intel,512,SDD,Window,1.6,2020,Phongvu,22490000,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-travelmate-p2-tmp214-53-51cu-nx-vpnsv-01s-i5-1135g7-den-s211006748.html?sku=211006748
266,ACER,Intel i5,4.2,Intel,16,14.0,Intel Iris,Intel,512,SDD,Window,1.6,2020,Phongvu,19490000,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-travelmate-p2-tmp214-53-5571-nx-vpnsv-01v-i5-1135g7-den-s211006749.html?sku=211006749
267,ACER,AMD Ryzen 5,4.0,AMD,16,14.0,AMD Radeon,AMD,512,SDD,Window,1.1,2021,Phongvu,19990000,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-swift-3-sf314-43-r4x3-nx-ab1sv-004-amd-ryzen-5-5500u-bac-s211012728.html?sku=211012728
268,DELL,AMD Ryzen 5,4.0,AMD,8,14.0,AMD Radeon,AMD,256,SDD,Window,1.4,2021,Phongvu,19090000,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-inspiron-14-5415-5415-70262929-amd-ryzen-5-5500u-bac-s211100957.html?sku=211100957
269,DELL,Intel i5,4.5,Intel,8,14.0,Intel Iris,Intel,512,SDD,Window,1.4,2021,Phongvu,23990000,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-inspiron-14-5410-5410-p143g001asl-i5-11320h-bac-s211104712.html?sku=211104712
270,DELL,AMD Ryzen 5,4.0,AMD,8,15.6,AMD Radeon,AMD,512,SDD,Window,1.7,2020,Phongvu,21790000,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-5515-5515-k4y9x1-amd-ryzen-5-5500u-xam-s211104864.html?sku=211104864
271,DELL,AMD Ryzen 5,4.0,AMD,8,14.0,AMD Radeon,AMD,512,SDD,Window,1.4,2020,Phongvu,20890000,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-5415-v4r55500u015w-amd-ryzen-5-5500u-xam-s211105066.html?sku=211105066
272,DELL,Intel i5,4.5,Intel,8,14.0,Intel Iris,Intel,512,SDD,Window,1.4,2020,Phongvu,23390000,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-5410-v4i5214w-i5-11320h-xam-s211105067.html?sku=211105067
